"Model","Predictor","Estimate","Std. Error","z value","Pr(>|z|)","Odds_Ratio"
"Orchestra_Enrollment_20","ELL_cumY",-1.00029079528484,0.128324790521802,-7.79499262159241,6.44122424370083e-15,0.367772479117345
"Orchestra_Enrollment_20","IEP_cumY",-0.726151711581702,0.25667913971635,-2.82902503251396,0.00466900468181792,0.48376708783035
"Jazz_Enrollment_20","(Intercept)",-3.2295027793326,0.171886895869199,-18.7885339542705,9.37331787208098e-79,0.0395771724850257
"Jazz_Enrollment_20","Race_cumAfr Amer",-1.38223778339336,0.267535140748065,-5.16656533242112,2.38434883592585e-07,0.251016204193743
"Jazz_Enrollment_20","Race_cumAmer Ind",-13.2565578171776,392.103401406081,-0.0338088314705754,0.973029593477839,1.74884005208231e-06
"Jazz_Enrollment_20","Race_cumAsian",-0.418596114526805,0.481353982190683,-0.869622211541157,0.384506895319808,0.657969886088665
"Jazz_Enrollment_20","Race_cumHispanic",-0.52715022802079,0.199528555560628,-2.64197887134312,0.00824231974992322,0.590284751989228
"Jazz_Enrollment_20","Race_cumPac Is",-13.501406665207,691.816549487393,-0.0195158769694235,0.984429571465278,1.36903196166442e-06
"Jazz_Enrollment_20","Race_cumTwo+",0.185355625353952,0.483577507281877,0.383300758539848,0.701496776895719,1.20364641120552
"Jazz_Enrollment_20","sexF",-1.07289628060205,0.141143016209736,-7.60148329980242,2.92755557001022e-14,0.342016505768869
"Jazz_Enrollment_20","Eco_Dis_CumY",-0.470423781835955,0.145031577956812,-3.24359555665898,0.00118031211946706,0.62473745978845
"Jazz_Enrollment_20","ELL_cumY",-0.942890163994146,0.178106544116171,-5.29396698292648,1.19691052231202e-07,0.389500486749569
"Jazz_Enrollment_20","IEP_cumY",-1.15238202143695,0.38547818037256,-2.98948703224444,0.00279446309230077,0.315883431396481
"MusicTheory_Enrollment_20","(Intercept)",-2.75614748528398,0.114889341629194,-23.9895837699154,3.57191143855151e-127,0.0635360711164731
"MusicTheory_Enrollment_20","Race_cumAfr Amer",-0.333782612272933,0.135149630576887,-2.46972641248208,0.0135216420944344,0.716209460452039
"MusicTheory_Enrollment_20","Race_cumAmer Ind",-0.717517659806477,0.724374628941216,-0.990533946302396,0.321913205352095,0.487962041577735
"MusicTheory_Enrollment_20","Race_cumAsian",-0.243018799135021,0.270030352206557,-0.899968455950187,0.368137037744559,0.784256770284059
"MusicTheory_Enrollment_20","Race_cumHispanic",-1.30630809315318,0.135462396315481,-9.64332633028936,5.24599353860173e-22,0.270818048010756
"MusicTheory_Enrollment_20","Race_cumPac Is",-0.397494042131201,1.02352359818221,-0.38835845391074,0.697750785088651,0.672001946335091
"MusicTheory_Enrollment_20","Race_cumTwo+",0.272031831794295,0.287443212377132,0.946384607744304,0.343952453290443,1.31262878397553
"MusicTheory_Enrollment_20","sexF",0.104096956364075,0.0843210309218524,1.23453135268887,0.217004971206969,1.10970804295686
"MusicTheory_Enrollment_20","Eco_Dis_CumY",-0.401661930789139,0.0962217027787178,-4.17433821258439,2.98853507861787e-05,0.669206945716601
"MusicTheory_Enrollment_20","ELL_cumY",-0.596662910566516,0.132457757032098,-4.50455242437729,6.65129772451683e-06,0.550646128836548
"MusicTheory_Enrollment_20","IEP_cumY",-0.462919035967628,0.18002838452799,-2.57136693850439,0.0101297933866018,0.629443592736581
"MusicAppreciation_Enrollment_20","(Intercept)",-3.67543406302441,0.145238772784283,-25.3061492641733,2.7332970124037e-141,0.025338404670801
"MusicAppreciation_Enrollment_20","Race_cumAfr Amer",0.724954986470573,0.153170419747652,4.73299601623431,2.21229832710567e-06,2.06463816122413
"MusicAppreciation_Enrollment_20","Race_cumAmer Ind",1.01726767558961,0.379852192437006,2.67806187734011,0.00740495371308264,2.76562783857106
"MusicAppreciation_Enrollment_20","Race_cumAsian",0.65983491235643,0.232858183844086,2.83363419512983,0.00460219803081819,1.93447295045864
"MusicAppreciation_Enrollment_20","Race_cumHispanic",0.461150138895339,0.148846715264806,3.09815462218921,0.00194729800337229,1.58589693822147
"MusicAppreciation_Enrollment_20","Race_cumPac Is",0.678448333725598,0.746490438231441,0.908850668379563,0.36342895674324,1.97081730771635
"MusicAppreciation_Enrollment_20","Race_cumTwo+",-0.12621949570917,0.437765076056523,-0.288327010565076,0.773096433205154,0.881421357343234
"MusicAppreciation_Enrollment_20","sexF",0.108589935725603,0.0474687842295051,2.28760726629495,0.0221604023674509,1.11470515584739
"MusicAppreciation_Enrollment_20","Eco_Dis_CumY",0.414332342874574,0.067691345590202,6.1209056972055,9.30449613541996e-10,1.51335999772891
"MusicAppreciation_Enrollment_20","ELL_cumY",0.146608346231411,0.0539121473475767,2.71939355867636,0.00654017406210948,1.15790037816478
"MusicAppreciation_Enrollment_20","IEP_cumY",-0.828945768333216,0.117357286413897,-7.06343673804525,1.62434169530125e-12,0.436509225686178
"ModBand_Enrollment_20","(Intercept)",-3.09924390894291,0.139807337287966,-22.1679632061033,7.00073124495504e-109,0.0450832765725843
"ModBand_Enrollment_20","Race_cumAfr Amer",-0.752493508259287,0.175081772802844,-4.29795458552191,1.72381470150139e-05,0.471190170109769
"ModBand_Enrollment_20","Race_cumAmer Ind",-0.471520061385701,0.729597296508159,-0.646274408694205,0.518101658281469,0.624052948163927
"ModBand_Enrollment_20","Race_cumAsian",-0.0367008400639863,0.284417090884148,-0.129038799848128,0.897326947621793,0.963964471767244
"ModBand_Enrollment_20","Race_cumHispanic",-0.452810583478669,0.152471934589142,-2.96979627561513,0.00297997300564944,0.635838560548897
"ModBand_Enrollment_20","Race_cumPac Is",-0.0262085906034456,1.02773888280872,-0.0255012153785793,0.979655179071768,0.974131873659655
"ModBand_Enrollment_20","Race_cumTwo+",0.0111939067468295,0.407692589392165,0.0274567334263267,0.978095448549064,1.01125679294934
"ModBand_Enrollment_20","sexF",-0.705539037133517,0.0777085143917595,-9.0793015753282,1.09273774764171e-19,0.493842303158081
"ModBand_Enrollment_20","Eco_Dis_CumY",0.0680563368310569,0.096462649770921,0.70552008464081,0.480486637405111,1.07042561116694
"ModBand_Enrollment_20","ELL_cumY",0.239587130636718,0.0829935763941222,2.88681535422646,0.0038916253952554,1.2707243988285
"ModBand_Enrollment_20","IEP_cumY",-0.538566347013798,0.163021656742377,-3.30364908427407,0.000954352104500052,0.583584310311489
