"Model","Predictor","Estimate","Std. Error","z value","Pr(>|z|)"
"Guitar_Enrollment","RaceTwo+",1.30464204330181,0.479392581016279,2.72144813033205,0.00649965843911457
"Guitar_Enrollment","RaceWhite",0.682733657807363,0.280149085537824,2.43703689589658,0.0148081683512364
"Guitar_Enrollment","sexF",13.284543008509,290.950214131081,0.0456591621634759,0.963581913712732
"Guitar_Enrollment","sexM",13.0079528112514,290.950225132134,0.0447085160540567,0.964339645657871
"Guitar_Enrollment","EcoDisY",-0.264608946783664,0.198948677994804,-1.33003621562428,0.183506339284657
"Guitar_Enrollment","ELLY",-1.17358511892677,0.340171562529617,-3.44998009298498,0.000560627893214607
"Guitar_Enrollment","IEPY",-0.410287919859083,0.391985434183626,-1.04669174943598,0.295241770222355
"Piano_Enrollment","(Intercept)",-22.5797687519602,1276.99449445269,-0.0176819624908701,0.985892570246548
"Piano_Enrollment","RaceAmer Ind",-14.8609101957669,2750.84069405661,-0.00540231581853319,0.995689596582354
"Piano_Enrollment","RaceAsian",-14.8266758510037,1354.82571219385,-0.0109436038285656,0.991268441751482
"Piano_Enrollment","RaceHispanic",1.05960083571184,0.356103988851024,2.9755376768754,0.00292475420334871
"Piano_Enrollment","RacePac Is",-14.5079749642083,4941.94591709177,-0.00293568064232194,0.997657669104498
"Piano_Enrollment","RaceTwo+",-14.9546613318872,1818.08879491336,-0.00822548457134068,0.993437086861737
"Piano_Enrollment","RaceWhite",1.40032431151288,0.43571734500484,3.21383651022047,0.00130974225087259
"Piano_Enrollment","sexF",15.0363471936064,1276.99446557725,0.0117747943306939,0.990605290486886
"Piano_Enrollment","sexM",15.9922149270566,1276.99445823084,0.0125233236714374,0.990008094571115
"Piano_Enrollment","EcoDisY",-0.767998302675206,0.216193553151492,-3.55236449690547,0.0003817855989241
"Piano_Enrollment","ELLY",-0.938530394473191,0.303820303825228,-3.08909701773282,0.00200765866180978
"Piano_Enrollment","IEPY",-15.5584752952954,524.641375009444,-0.0296554485338015,0.976341843199104
"ModernBand_Enrollment","(Intercept)",-4.40645010519439,0.254502359288273,-17.3139852908131,3.6896939216055e-67
"ModernBand_Enrollment","RaceAmer Ind",1.00924814491621,0.366579037215698,2.75315291507617,0.00590243198133274
"ModernBand_Enrollment","RaceAsian",-0.327973317075178,0.345015725866337,-0.9506039652298,0.341805454986362
"ModernBand_Enrollment","RaceHispanic",-0.302035973059446,0.0898558374078043,-3.36133947189961,0.000775654293139183
"ModernBand_Enrollment","RacePac Is",-10.9387205305197,154.826114779768,-0.070651650376162,0.94367500202914
"ModernBand_Enrollment","RaceTwo+",-0.389323080666477,0.507582469324519,-0.767014434490972,0.443072933422031
"ModernBand_Enrollment","RaceWhite",-0.672771410583322,0.234892757446261,-2.86416413131529,0.00418111301027717
"ModernBand_Enrollment","sexF",-0.557708825099399,0.236965096154958,-2.35354840923365,0.0185951864347752
"ModernBand_Enrollment","sexM",-0.6719659576408,0.238333737705171,-2.81943280087375,0.00481086029779105
"ModernBand_Enrollment","EcoDisY",0.486266518507903,0.102912727516926,4.72503771147186,2.30072656396631e-06
"ModernBand_Enrollment","ELLY",0.361750016742762,0.0829446776704958,4.36134091906225,1.2926776565052e-05
"ModernBand_Enrollment","IEPY",-0.671508019673532,0.169854661735913,-3.95342708178112,7.70397490178144e-05
